age,sex_male,marriage,income,hb_b_psu,hb_b_pse,hb_b_pbe,hb_b_pba,hb_b_se,hb_a_psu,hb_a_pse,hb_a_pbe,hb_a_pba,hb_a_se,afra1,afra2,be_01,be_02,be_03,be_04,be_05,be_06,be_07,be_08,be_09,be_10,be_11,be_12,be_13,be_14,be_15,be_16,be_17,be_18,be_19,be_20,fnp,ftv,fra,fws,fsm,fmp,confi_gov,confi_hos,confi_wor,confi_media,hmtime,fear_sum,be_sum,risk_sum,selfeff_sum,fear_mean,be_mean,risk_mean,selfeff_mean
2,1,1,3,1,1,2,1,1,0,1,1,-1,1,1,2,4,3,2,3,3,2,4,2,3,3,4,3,2,4,3,4,2,3,3,3,0,4,0,4,4,3,0,2,2,2,2,3,60,3,4,1.5,2.857142857142857,0.75,0.8
2,0,1,4,-1,1,0,0,1,-1,1,1,-1,-1,3,3,4,4,4,4,4,0,4,4,4,4,1,4,4,4,4,2,1,4,4,4,3,4,3,4,4,4,0,0,1,2,4,6,68,0,0,3.0,3.238095238095238,0.0,0.0
3,1,2,4,1,1,-1,0,-1,0,-1,-1,1,1,2,3,3,4,4,4,4,0,4,3,4,4,3,4,3,4,4,4,2,3,4,4,3,2,1,2,1,3,0,1,1,1,3,5,69,1,1,2.5,3.2857142857142856,0.25,0.2
4,1,2,4,-2,-1,-2,-2,-2,-2,-2,-2,2,-1,2,3,2,1,2,2,1,0,2,2,1,1,2,1,0,0,1,1,1,1,1,1,4,3,3,4,3,3,0,2,3,2,1,5,23,-7,-4,2.5,1.0952380952380953,-1.75,-0.8
2,0,1,4,1,1,1,-1,1,1,1,1,1,1,3,3,0,4,3,3,4,0,4,4,4,3,2,4,4,1,4,4,1,4,3,4,2,2,0,3,4,4,0,2,3,1,2,6,60,4,5,3.0,2.857142857142857,1.0,1.0
2,1,1,1,0,1,-1,0,1,0,1,0,-1,0,2,2,3,3,3,3,2,0,3,3,3,3,1,3,3,3,4,3,1,3,3,3,1,3,0,2,0,1,1,1,2,1,1,4,53,2,0,2.0,2.5238095238095237,0.5,0.0
3,1,2,3,1,-1,1,-1,1,1,-1,1,1,1,0,0,0,3,3,3,4,0,4,4,4,4,0,2,2,4,4,4,3,0,0,4,0,0,0,3,4,2,3,3,3,0,1,0,52,0,3,0.0,2.4761904761904763,0.0,0.6
2,0,1,5,1,0,2,-1,1,1,1,1,1,1,2,3,1,3,0,4,2,0,3,4,1,3,0,1,1,4,4,0,1,4,1,4,3,3,3,3,3,3,0,1,1,1,1,5,41,3,5,2.5,1.9523809523809523,0.75,1.0
3,0,1,2,1,0,0,-1,1,0,0,0,0,1,1,2,3,3,2,3,3,2,2,3,3,2,1,2,1,2,4,3,3,2,2,2,1,3,1,3,1,4,1,1,2,1,1,3,48,1,2,1.5,2.2857142857142856,0.25,0.4
3,1,2,5,2,2,1,0,1,1,1,0,-1,1,1,2,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,2,3,4,4,3,2,2,4,1,1,0,0,1,0,3,3,69,6,4,1.5,3.2857142857142856,1.5,0.8
2,0,1,3,2,1,1,2,1,1,1,1,-1,2,2,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,0,2,3,1,1,5,79,5,4,2.5,3.761904761904762,1.25,0.8
2,0,1,5,0,0,2,1,1,1,0,0,0,1,2,3,4,3,3,3,3,0,4,2,3,1,3,4,1,4,4,2,1,2,4,4,1,1,0,3,1,2,0,0,1,0,1,5,55,1,4,2.5,2.619047619047619,0.25,0.8
3,0,1,4,1,1,1,-1,-1,1,1,1,0,1,2,3,4,4,3,3,4,0,4,4,4,4,3,3,2,4,4,3,0,3,4,4,0,3,0,4,2,4,1,1,2,1,2,5,64,4,2,2.5,3.0476190476190474,1.0,0.4
2,0,1,3,-1,-2,-2,-1,-2,-2,-2,-2,2,-1,2,3,1,4,2,4,4,0,4,2,4,4,0,4,1,2,4,1,1,3,4,3,0,4,1,1,1,4,0,2,3,0,1,5,52,-7,-5,2.5,2.4761904761904763,-1.75,-1.0
2,0,2,4,1,0,1,1,1,-1,1,1,0,1,2,2,3,3,3,3,3,0,3,2,3,3,3,3,3,3,3,3,1,3,3,3,2,2,0,1,1,1,1,1,2,1,1,4,54,1,3,2.0,2.5714285714285716,0.25,0.6
2,1,1,3,1,1,1,1,1,0,1,1,-1,1,1,3,4,4,3,4,4,0,4,4,4,2,3,3,3,4,4,3,3,3,4,3,1,1,1,4,1,1,0,2,3,2,1,4,66,3,3,2.0,3.142857142857143,0.75,0.6
2,0,2,3,2,1,0,0,0,0,1,0,-1,-1,2,2,3,4,3,4,4,2,4,4,4,2,2,3,3,3,4,1,1,4,4,1,3,2,0,3,1,2,1,2,2,1,1,4,60,4,-1,2.0,2.857142857142857,1.0,-0.2
2,0,1,3,1,1,2,1,2,2,1,1,-2,0,2,3,4,3,2,4,2,0,4,3,2,4,4,4,4,4,4,3,2,4,4,4,3,0,0,3,1,4,0,2,3,1,1,5,65,5,3,2.5,3.0952380952380953,1.25,0.6
2,0,1,4,2,2,-1,0,0,2,2,-1,-1,1,3,3,4,4,4,4,4,0,4,4,4,4,2,4,4,4,4,3,3,4,4,4,1,4,3,4,4,2,1,1,3,2,2,6,72,8,1,3.0,3.4285714285714284,2.0,0.2
3,0,2,3,0,0,1,1,2,0,1,1,0,0,3,3,4,4,4,4,4,0,4,4,4,4,1,4,4,4,4,1,1,4,4,0,0,0,0,2,3,1,1,2,2,1,1,6,63,1,3,3.0,3.0,0.25,0.6
2,0,1,1,1,0,1,-1,0,-1,1,1,1,1,2,2,2,4,4,3,3,0,4,3,4,3,2,4,3,4,4,4,3,4,4,4,0,0,0,4,0,0,2,2,2,2,2,4,66,1,3,2.0,3.142857142857143,0.25,0.6
3,1,2,5,-1,-1,1,1,2,0,0,-2,-1,1,0,1,0,4,4,4,4,0,4,3,3,4,2,3,3,4,4,1,2,3,3,4,1,1,2,3,0,1,1,2,2,1,1,1,59,-2,2,0.5,2.8095238095238093,-0.5,0.4
2,0,1,4,-2,0,0,1,1,1,1,-1,-1,0,1,2,4,4,3,3,4,0,2,3,4,1,4,3,3,4,4,2,1,4,4,4,2,3,0,4,4,1,0,1,2,3,1,3,61,0,0,1.5,2.9047619047619047,0.0,0.0
2,1,1,3,0,0,-1,-1,1,-1,1,1,0,1,3,3,4,3,4,4,4,0,4,4,4,4,3,4,3,4,3,3,3,3,4,4,1,3,0,3,2,1,0,0,1,1,2,6,69,0,1,3.0,3.2857142857142856,0.0,0.2
2,0,1,3,2,-1,1,1,1,0,0,1,1,1,1,3,4,4,2,3,4,0,4,4,3,4,3,4,3,4,4,4,3,4,4,3,3,3,3,3,4,4,1,2,2,1,2,4,68,1,3,2.0,3.238095238095238,0.25,0.6
2,0,1,4,2,1,-1,0,0,0,0,0,0,0,1,1,4,4,4,4,4,0,4,4,4,4,2,4,0,4,4,2,2,4,4,2,4,2,2,3,1,0,1,1,2,1,1,2,64,3,0,1.0,3.0476190476190474,0.75,0.0
2,1,1,4,2,2,1,1,-1,2,2,2,-2,2,3,3,4,4,4,4,4,0,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0,3,0,4,2,3,1,1,3,3,2,6,74,8,2,3.0,3.5238095238095237,2.0,0.4
3,1,2,4,0,1,0,-1,0,0,2,1,0,1,3,3,3,4,3,3,4,0,4,4,4,4,4,4,3,4,4,4,1,4,4,4,0,4,2,4,3,4,0,2,2,3,3,6,69,3,2,3.0,3.2857142857142856,0.75,0.4
2,0,1,3,1,0,1,1,1,1,1,0,-1,-1,2,3,3,4,2,4,3,0,3,3,2,3,0,3,2,2,4,1,2,4,1,4,0,4,3,4,3,3,0,3,3,2,1,5,50,3,0,2.5,2.380952380952381,0.75,0.0
3,0,2,4,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,3,4,3,4,3,2,3,2,3,1,1,4,3,4,4,3,1,4,3,3,2,4,1,3,2,1,0,1,1,3,2,2,58,-2,-1,1.0,2.761904761904762,-0.5,-0.2
2,0,1,5,0,2,2,-1,2,0,-1,2,1,2,3,3,4,4,4,4,4,0,4,4,4,4,0,4,1,4,2,4,3,4,4,4,4,4,0,4,2,0,1,1,2,1,2,6,66,1,9,3.0,3.142857142857143,0.25,1.8
2,0,1,4,2,1,1,1,1,-2,-2,-1,1,-1,1,3,4,4,3,3,3,0,4,3,4,3,3,4,0,0,4,3,0,4,4,4,1,2,0,3,3,1,1,0,0,1,1,4,57,-1,3,2.0,2.7142857142857144,-0.25,0.6
3,0,2,4,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,3,4,3,4,3,2,3,2,3,1,1,4,3,4,4,3,1,4,3,3,2,4,1,3,2,1,0,1,1,3,2,2,58,-2,-1,1.0,2.761904761904762,-0.5,-0.2
2,0,1,5,1,1,1,-1,1,1,1,1,1,1,3,3,4,4,4,4,4,0,4,4,2,4,4,2,4,4,4,4,4,4,0,4,2,2,0,2,2,2,0,1,2,2,1,6,68,4,5,3.0,3.238095238095238,1.0,1.0
3,1,2,4,1,1,1,1,1,1,1,1,-1,-1,3,3,3,4,3,4,4,0,3,4,4,4,3,4,4,4,4,3,0,4,3,4,0,2,0,3,4,1,1,3,3,3,1,6,66,4,1,3.0,3.142857142857143,1.0,0.2
2,0,1,3,2,2,2,0,0,1,1,1,-1,0,3,3,4,4,2,4,4,1,4,4,4,4,1,4,3,4,4,2,2,0,4,2,3,3,0,4,4,3,0,1,2,1,4,6,61,6,3,3.0,2.9047619047619047,1.5,0.6
2,0,1,4,2,0,1,1,1,2,1,1,1,1,2,3,4,4,3,2,4,0,3,2,4,4,0,4,4,4,4,2,2,4,4,4,0,3,0,3,2,0,0,1,2,1,2,5,62,5,4,2.5,2.9523809523809526,1.25,0.8
3,0,3,1,-1,-1,-2,-1,-2,-1,-1,-1,2,-1,1,3,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4,4,4,4,3,4,3,2,2,1,2,4,35,-4,-4,2.0,1.6666666666666667,-1.0,-0.8
2,1,1,4,1,0,2,-2,2,1,0,2,2,2,2,3,3,4,4,4,3,0,4,3,4,4,0,3,2,3,3,4,4,4,2,3,3,3,3,3,3,3,1,1,2,1,3,5,61,2,8,2.5,2.9047619047619047,0.5,1.6
4,0,1,5,1,1,2,-1,1,1,1,1,1,1,0,1,3,4,4,4,4,0,4,4,4,2,1,4,4,4,4,3,1,3,4,4,3,3,3,3,3,3,1,2,3,0,1,1,65,4,6,0.5,3.0952380952380953,1.0,1.2
3,0,2,4,1,0,1,-1,1,-1,0,0,-2,0,3,3,3,4,4,4,4,0,4,4,4,4,1,4,1,4,4,3,2,4,4,1,0,2,0,4,4,2,0,1,1,1,2,6,63,0,0,3.0,3.0,0.0,0.0
2,0,1,3,2,0,1,0,1,1,1,1,0,-1,1,1,4,4,2,4,4,0,3,4,2,1,3,4,0,4,4,1,0,3,3,0,3,4,3,4,3,4,0,1,1,3,1,2,50,4,1,1.0,2.380952380952381,1.0,0.2
3,0,1,4,1,0,2,-1,2,0,1,1,1,1,3,3,3,3,3,3,2,0,4,4,4,4,3,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,2,3,3,3,3,6,67,2,6,3.0,3.1904761904761907,0.5,1.2
3,0,3,5,0,-1,1,-1,2,1,1,1,1,2,1,3,4,4,4,3,4,0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,2,1,4,4,2,0,1,1,1,2,4,74,1,5,2.0,3.5238095238095237,0.25,1.0
3,1,1,5,0,0,1,0,1,-2,-2,-2,2,1,1,2,3,3,3,3,3,1,3,3,3,3,2,3,1,3,3,3,3,3,3,3,1,0,1,2,0,3,1,1,2,0,1,3,55,-4,5,1.5,2.619047619047619,-1.0,1.0
2,0,2,5,2,0,2,-1,-1,1,0,1,0,0,3,3,4,4,4,4,4,2,4,4,4,2,0,4,0,4,4,2,0,4,4,4,1,4,2,4,4,0,1,0,2,0,2,6,62,3,1,3.0,2.9523809523809526,0.75,0.2
3,0,1,4,1,1,1,1,-2,-1,-1,1,-1,-1,3,3,3,3,2,3,2,0,3,3,3,3,0,2,2,4,3,4,4,4,3,4,1,1,1,1,4,3,1,2,2,2,2,6,55,0,-2,3.0,2.619047619047619,0.0,-0.4
2,0,1,3,-1,0,1,-2,0,-1,2,1,1,1,1,3,4,4,4,4,4,0,4,4,4,4,0,4,3,4,4,3,0,4,1,4,0,3,0,2,3,2,0,1,3,2,2,4,63,0,3,2.0,3.0,0.0,0.6
2,0,1,5,-1,0,0,1,-1,1,1,0,-1,-1,2,3,4,4,3,4,2,0,4,4,4,4,4,3,4,4,4,2,2,3,4,4,3,2,0,3,3,2,0,2,2,2,1,5,67,1,-3,2.5,3.1904761904761907,0.25,-0.6
2,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,4,1,1,1,1,1,1,80,-4,-3,0.5,3.8095238095238093,-1.0,-0.6
3,0,3,4,1,0,2,1,2,0,1,2,0,2,3,3,4,4,4,4,4,0,4,4,4,4,1,4,3,4,4,4,2,3,4,4,1,2,0,4,3,0,0,1,1,1,1,6,69,2,6,3.0,3.2857142857142856,0.5,1.2
2,0,1,3,-1,0,2,1,2,0,1,2,0,1,1,3,4,4,2,4,4,3,4,4,4,2,0,4,4,4,4,4,0,4,3,4,1,2,2,3,3,3,0,1,3,3,1,4,66,0,5,2.0,3.142857142857143,0.0,1.0
2,0,1,3,2,0,0,0,1,0,1,0,2,1,2,3,1,4,3,4,4,0,4,3,4,0,3,4,0,4,4,3,1,4,4,1,4,1,0,4,2,3,0,1,1,1,1,5,55,3,4,2.5,2.619047619047619,0.75,0.8
3,0,2,4,-1,0,1,1,1,-2,-2,0,-1,0,0,0,2,4,3,3,4,0,4,3,2,4,0,4,4,4,4,3,3,3,4,0,0,2,0,2,2,0,3,3,3,1,1,0,58,-5,1,0.0,2.761904761904762,-1.25,0.2
2,0,1,4,1,1,1,0,-1,0,0,0,-1,-2,1,2,4,4,3,3,4,3,4,2,4,4,0,3,3,4,4,4,0,2,4,4,1,1,0,2,2,0,1,0,1,1,1,3,63,2,-2,1.5,3.0,0.5,-0.4
2,0,1,4,-2,1,-2,-1,1,0,2,-2,-2,-2,1,3,3,4,4,3,4,1,4,4,4,3,3,4,3,4,4,3,3,3,3,4,0,2,0,4,2,2,1,1,1,1,1,4,68,1,-4,2.0,3.238095238095238,0.25,-0.8
2,0,2,4,2,0,2,1,1,0,1,1,-1,0,1,3,3,3,3,4,4,0,4,4,4,3,0,3,1,3,4,1,0,3,4,2,3,4,3,4,3,4,0,2,3,2,1,4,53,3,2,2.0,2.5238095238095237,0.75,0.4
1,0,1,4,-2,-2,0,-1,0,1,1,1,1,1,2,2,4,3,1,0,4,1,4,4,4,4,0,4,4,4,4,4,4,3,3,4,1,4,2,3,1,0,0,1,3,2,1,4,63,-2,0,2.0,3.0,-0.5,0.0
1,0,1,4,0,0,-1,1,1,0,1,0,1,1,2,2,4,4,2,4,4,0,3,1,3,1,0,2,3,4,0,4,3,3,3,3,3,3,0,2,3,0,1,2,3,1,1,4,51,1,2,2.0,2.4285714285714284,0.25,0.4
4,1,3,4,0,1,2,-1,1,1,1,1,1,1,2,3,4,4,3,3,4,0,4,4,4,3,1,4,1,4,1,3,1,4,4,4,0,4,0,3,0,1,2,3,3,2,3,5,60,3,6,2.5,2.857142857142857,0.75,1.2
2,0,1,4,0,0,1,1,2,1,1,1,2,1,2,3,4,4,4,4,4,0,3,3,4,4,2,4,3,4,4,4,1,4,4,4,4,4,0,4,4,3,1,1,2,1,2,5,68,2,6,2.5,3.238095238095238,0.5,1.2
2,0,1,4,1,-1,1,-1,1,-2,-2,1,2,1,1,3,0,4,3,4,4,0,4,3,4,4,2,2,3,3,3,3,1,1,2,2,0,2,0,4,4,2,0,2,2,1,1,4,52,-4,4,2.0,2.4761904761904763,-1.0,0.8
2,0,2,4,1,1,1,2,0,2,2,0,-1,0,3,3,4,2,1,4,4,0,4,4,0,0,0,1,1,4,4,3,2,3,0,2,4,4,1,4,2,1,1,1,3,2,2,6,43,6,1,3.0,2.0476190476190474,1.5,0.2
3,0,2,4,1,2,2,2,1,1,-1,1,-2,2,3,3,4,4,4,4,4,0,4,4,4,4,2,4,4,4,4,2,2,4,4,4,3,4,4,3,3,3,1,1,2,1,4,6,70,3,5,3.0,3.3333333333333335,0.75,1.0
3,0,2,5,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,0,3,2,2,1,1,2,2,3,3,3,0,3,3,4,3,4,3,4,4,4,4,4,4,1,1,0,3,0,1,1,0,2,3,55,-8,-6,1.5,2.619047619047619,-2.0,-1.2
2,1,2,4,-1,-1,1,-1,1,-1,-1,0,-1,1,0,0,2,3,2,2,3,2,3,3,4,4,4,4,2,2,4,2,0,0,3,2,1,1,2,3,3,0,0,1,1,1,4,0,51,-4,1,0.0,2.4285714285714284,-1.0,0.2
4,0,3,4,-1,0,1,0,1,1,1,1,-1,0,2,3,4,4,4,4,4,0,4,4,4,4,2,4,2,4,4,3,2,3,3,3,4,2,0,4,2,4,0,1,1,2,3,5,66,1,1,2.5,3.142857142857143,0.25,0.2
2,0,1,3,2,0,1,-2,2,1,1,-1,0,-2,2,2,4,4,2,3,3,2,4,3,4,2,4,3,3,4,4,1,0,3,2,2,0,4,2,2,4,0,0,0,1,1,2,4,57,4,1,2.0,2.7142857142857144,1.0,0.2
2,0,2,4,2,0,2,-1,2,2,0,-2,2,2,1,3,4,4,4,4,4,0,4,4,4,4,2,4,0,4,4,4,2,4,4,4,3,3,0,3,3,3,1,2,2,1,2,4,68,4,8,2.0,3.238095238095238,1.0,1.6
3,0,2,4,0,-1,-1,1,2,-2,-1,0,1,2,0,1,2,4,4,4,4,0,4,4,3,4,1,2,1,3,4,4,2,4,4,4,3,1,1,3,4,3,3,0,1,1,1,1,62,-4,3,0.5,2.9523809523809526,-1.0,0.6
4,0,2,3,-1,-1,-1,-2,-1,-2,-2,-2,2,-2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,4,3,4,3,3,4,1,3,3,1,3,5,37,-6,-3,2.5,1.7619047619047619,-1.5,-0.6
3,1,2,5,1,0,-1,-1,1,1,1,0,0,1,1,2,4,4,4,3,2,0,4,4,4,4,0,4,2,2,4,2,0,4,2,4,0,3,3,2,1,0,2,1,1,2,2,3,57,3,1,1.5,2.7142857142857144,0.75,0.2
2,0,1,4,2,0,2,-2,2,0,0,-1,2,2,0,1,2,4,4,4,4,0,4,3,4,4,3,1,3,3,4,4,3,3,4,4,1,4,2,1,0,2,0,1,2,1,1,1,65,2,8,0.5,3.0952380952380953,0.5,1.6
2,0,3,4,1,1,2,1,1,1,-1,1,-1,1,2,3,3,3,4,3,3,4,3,3,3,3,0,3,4,3,3,4,4,3,3,3,3,3,1,3,3,0,2,2,2,2,1,5,62,2,4,2.5,2.9523809523809526,0.5,0.8
2,0,2,4,0,0,1,0,1,0,1,0,0,1,1,3,4,4,4,4,4,2,4,4,4,4,2,4,2,4,4,4,3,4,4,1,0,4,0,4,1,1,3,2,3,3,3,4,70,1,3,2.0,3.3333333333333335,0.25,0.6
2,0,1,3,-2,-2,-2,-1,-1,-2,-2,-2,0,-1,3,3,0,4,4,4,4,0,4,4,4,4,4,4,1,4,4,4,0,4,4,4,3,3,3,3,3,3,1,1,0,1,2,6,65,-8,-6,3.0,3.0952380952380953,-2.0,-1.2
2,0,1,1,1,-1,2,-1,1,-1,1,1,1,1,0,1,4,3,2,3,3,0,4,4,3,3,0,4,3,3,4,3,4,4,3,4,2,2,0,1,0,2,1,1,2,1,1,1,61,0,4,0.5,2.9047619047619047,0.0,0.8
3,0,1,5,1,-2,2,1,1,1,-1,-1,1,-1,3,3,4,4,3,4,4,0,4,4,4,4,2,4,3,4,4,2,2,3,3,2,2,4,0,3,3,1,1,1,3,2,2,6,64,-1,1,3.0,3.0476190476190474,-0.25,0.2
2,0,1,3,0,1,0,-2,2,-1,2,2,1,2,3,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,1,1,1,3,2,3,6,76,2,6,3.0,3.619047619047619,0.5,1.2
3,0,1,2,1,0,0,0,0,1,1,0,-1,0,2,3,4,4,3,4,4,0,4,4,4,3,1,4,2,4,4,3,3,2,4,3,3,2,0,3,2,1,1,0,2,1,2,5,64,3,-1,2.5,3.0476190476190474,0.75,-0.2
4,0,1,5,1,1,1,0,1,1,1,1,1,1,3,3,4,4,4,4,4,0,0,4,0,0,0,0,1,1,0,0,3,4,4,3,0,4,0,0,0,4,0,0,1,1,1,6,40,4,5,3.0,1.9047619047619047,1.0,1.0
2,1,1,5,0,0,2,0,2,2,2,2,-2,2,0,3,4,4,4,4,4,0,4,4,4,4,3,1,4,3,3,4,3,4,4,1,2,1,1,3,3,3,2,2,2,0,1,3,66,4,4,1.5,3.142857142857143,1.0,0.8
2,0,1,3,-2,-1,-2,-2,-2,-2,-2,-1,2,-2,2,3,4,4,4,4,4,4,4,4,4,4,4,1,2,4,3,4,4,4,4,4,3,3,3,4,4,4,2,2,2,0,1,5,74,-7,-5,2.5,3.5238095238095237,-1.75,-1.0
2,0,1,3,1,1,1,0,1,1,1,1,0,0,2,3,3,4,2,4,4,0,4,3,2,3,1,3,1,4,4,1,1,3,4,2,3,3,1,4,3,3,1,1,2,2,2,5,53,4,3,2.5,2.5238095238095237,1.0,0.6
2,1,1,4,-1,1,0,-1,0,1,0,0,0,0,2,2,4,4,2,4,4,0,3,4,4,4,0,4,1,4,3,3,2,4,3,0,0,0,2,4,0,0,1,2,2,1,1,4,57,1,1,2.0,2.7142857142857144,0.25,0.2
3,0,2,3,2,-1,2,-2,0,1,1,1,1,1,3,3,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,2,4,4,4,4,3,1,3,3,2,3,3,3,3,1,6,70,3,3,3.0,3.3333333333333335,0.75,0.6
2,1,2,4,-1,-1,0,-1,1,0,1,1,1,0,0,3,4,4,4,4,4,1,2,4,2,2,0,4,1,4,4,4,1,4,4,4,2,0,0,2,2,4,1,1,1,1,1,3,61,-1,1,1.5,2.9047619047619047,-0.25,0.2
4,1,2,5,2,2,1,1,1,1,1,1,2,1,3,3,2,4,2,2,3,1,3,3,4,2,1,4,4,4,4,3,2,3,4,4,2,4,4,2,2,4,2,2,2,1,3,6,59,6,7,3.0,2.8095238095238093,1.5,1.4
2,1,1,3,0,1,1,0,1,1,1,1,-1,-1,3,3,4,4,1,4,4,0,4,4,4,1,4,4,4,4,4,3,2,4,3,4,3,3,0,3,3,2,1,2,2,1,1,6,66,3,1,3.0,3.142857142857143,0.75,0.2
3,0,2,4,0,0,2,2,2,-1,2,-1,1,1,2,3,3,4,3,4,4,0,4,4,4,4,2,4,4,4,4,2,1,4,4,4,0,4,2,0,4,0,1,2,2,0,2,5,67,1,6,2.5,3.1904761904761907,0.25,1.2
3,0,1,3,-1,-1,1,0,0,-2,-2,0,0,0,0,3,2,4,2,4,4,0,4,4,4,3,0,3,1,4,4,1,0,4,1,0,0,1,1,4,4,0,0,2,2,1,2,3,49,-6,0,1.5,2.3333333333333335,-1.5,0.0
2,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,2,57,-1,0,1.0,2.7142857142857144,-0.25,0.0
2,0,1,4,2,2,0,0,0,1,1,0,-1,1,3,3,3,3,3,3,1,2,3,3,3,3,0,4,4,4,4,2,2,4,4,4,0,3,0,3,3,0,1,1,1,1,2,6,59,6,2,3.0,2.8095238095238093,1.5,0.4
3,0,2,4,1,1,1,-1,1,1,1,-1,1,1,2,3,3,3,2,2,3,0,3,4,4,4,4,4,4,4,4,3,0,4,4,4,0,3,0,2,0,2,0,0,0,0,1,5,63,4,5,2.5,3.0,1.0,1.0
3,1,1,4,2,1,1,0,1,1,1,1,0,1,3,3,1,4,4,4,4,2,3,4,4,3,0,4,0,2,4,3,1,4,4,0,2,4,4,4,1,4,0,2,2,2,1,6,55,5,4,3.0,2.619047619047619,1.25,0.8
2,0,2,5,0,1,1,-1,0,1,1,1,1,1,2,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,2,2,4,2,4,0,4,0,4,4,2,2,2,3,2,2,5,71,3,4,2.5,3.380952380952381,0.75,0.8
2,0,1,4,2,2,0,-1,0,2,2,1,-1,1,3,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,0,2,2,3,1,3,3,2,2,6,74,8,2,3.0,3.5238095238095237,2.0,0.4
3,0,1,4,1,2,2,-2,-2,0,-1,0,2,2,3,3,4,4,4,4,4,0,4,3,4,4,2,4,3,3,4,2,1,4,4,3,1,4,0,2,1,0,1,0,1,2,3,6,65,2,6,3.0,3.0952380952380953,0.5,1.2
3,0,3,5,-1,-1,-1,-1,-1,-2,-2,-2,2,-2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,0,2,2,2,2,5,80,-6,-3,2.5,3.8095238095238093,-1.5,-0.6
1,1,1,3,1,1,2,-2,2,-1,2,1,2,2,2,3,3,4,2,2,3,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,1,3,3,2,2,5,69,3,9,2.5,3.2857142857142856,0.75,1.8
2,0,1,4,-1,0,1,-1,0,1,1,0,-2,1,2,2,4,4,4,3,3,0,4,4,3,3,2,3,4,4,4,2,2,4,4,4,0,2,0,4,2,1,1,2,3,2,2,4,65,1,0,2.0,3.0952380952380953,0.25,0.0
2,0,1,4,0,-1,-2,0,-1,0,-2,-1,1,1,2,3,0,3,4,4,4,0,4,4,4,4,1,4,3,4,4,1,1,4,4,4,1,3,0,3,0,1,1,2,2,1,1,5,61,-3,-2,2.5,2.9047619047619047,-0.75,-0.4
2,0,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,0,1,3,4,3,2,0,0,4,4,4,2,0,3,0,4,4,2,0,4,4,3,4,4,0,4,0,0,1,1,2,2,1,1,50,0,-5,0.5,2.380952380952381,0.0,-1.0
2,0,1,2,0,2,1,1,1,0,1,1,-1,0,1,3,2,4,4,4,4,0,4,2,3,1,0,2,3,4,4,3,4,4,4,2,3,4,3,3,3,4,1,1,2,0,1,4,58,3,3,2.0,2.761904761904762,0.75,0.6
2,0,1,4,-1,1,-2,-1,1,1,2,1,1,1,2,3,4,4,3,4,4,0,4,4,4,2,1,4,4,4,4,3,2,4,4,3,0,4,0,4,2,1,0,1,3,3,2,5,66,3,2,2.5,3.142857142857143,0.75,0.4
2,0,1,4,0,0,1,0,0,0,-1,0,1,1,2,2,3,4,3,3,3,0,4,4,3,3,2,3,3,4,3,3,2,4,4,4,1,2,0,2,2,0,0,1,1,1,1,4,62,-1,3,2.0,2.9523809523809526,-0.25,0.6
2,0,1,4,0,0,1,-1,2,0,1,1,1,1,1,3,4,4,4,2,4,0,4,4,4,4,2,4,4,4,4,4,1,4,4,4,4,4,3,4,4,1,1,2,2,2,2,4,69,1,5,2.0,3.2857142857142856,0.25,1.0
2,0,1,1,1,-2,2,-1,2,2,-1,1,2,2,0,1,2,4,2,4,4,0,4,4,0,2,0,0,2,4,4,4,2,4,2,0,0,0,0,0,0,4,0,3,3,0,1,1,48,0,6,0.5,2.2857142857142856,0.0,1.2
